priority,issue_type,reporter,vote_count,comment_count,description_length,summary_length,watch_count,duration
Minor,Short,thiru_mg,0.0,0.6931471805599453,4.727387818712341,114,0.6931471805599453,7.728855823852543
Major,Short,Other,0.0,2.302585092994046,5.834810737062605,48,1.0986122886681098,7.409741954080923
Major,Short,Other,0.0,0.6931471805599453,7.828834527588089,72,0.6931471805599453,7.424165281042028
Critical,Short,mpugachev,0.0,2.1972245773362196,5.176149732573829,56,1.3862943611198906,8.697011617992073
Minor,Short,vnadkarni,0.0,1.3862943611198906,5.796057750765372,60,1.0986122886681098,8.854522203757432
Major,Short,Other,0.0,2.4849066497880004,7.6128310304073565,88,1.3862943611198906,8.484876589939695
Major,Short,vnadkarni,0.0,1.3862943611198906,7.00397413672268,63,0.6931471805599453,12.577484466313454
Major,Short,vnadkarni,0.0,1.9459101490553132,7.465082736399547,64,1.0986122886681098,9.105090961257085
Blocker,Short,mpugachev,0.0,1.6094379124341003,6.726233402358747,64,0.6931471805599453,9.475930197953147
Critical,Short,mpugachev,0.0,1.0986122886681098,5.288267030694535,58,0.6931471805599453,9.369734424126433
Major,Long,Other,0.0,1.0986122886681098,4.605170185988092,21,0.6931471805599453,8.829958044235482
Major,Short,mpugachev,0.0,1.3862943611198906,5.087596335232384,68,0.6931471805599453,9.488577985599964
Major,Short,mpugachev,0.0,1.791759469228055,3.828641396489095,29,0.6931471805599453,9.49363784611014
Major,Short,mpugachev,0.0,1.0986122886681098,4.990432586778736,39,1.0986122886681098,9.499046919474152
Major,Short,Other,0.0,2.1972245773362196,6.410174881966167,54,1.791759469228055,9.251482315307358
Major,Short,Other,0.0,1.6094379124341003,7.592366128519796,51,0.0,8.399760094524142
Minor,Short,Other,0.0,1.3862943611198906,6.739336627357174,47,0.6931471805599453,9.742026886409503
Major,Short,Other,0.0,1.0986122886681098,4.852030263919617,50,0.6931471805599453,9.742379392141371
Major,Short,Other,0.0,1.0986122886681098,5.293304824724492,39,0.6931471805599453,9.742144402127366
Major,Short,Other,0.0,1.3862943611198906,4.007333185232471,41,0.6931471805599453,10.200773361130604
Minor,Short,Other,0.0,0.6931471805599453,4.941642422609304,29,0.0,9.546241016698438
Major,Short,Other,0.0,1.6094379124341003,6.142037405587356,40,1.0986122886681098,10.274602732600881
Minor,Short,Other,0.0,1.0986122886681098,5.407171771460119,59,0.0,9.984422170032127
Major,Short,thiru_mg,0.0,1.3862943611198906,4.718498871295094,49,0.0,10.092660584279184
Major,Short,Other,0.0,1.6094379124341003,6.81783057145415,85,0.6931471805599453,11.24151036498232
Major,Short,thiru_mg,0.0,1.3862943611198906,5.075173815233827,66,0.0,8.0959035329611
Major,Short,Other,0.0,2.302585092994046,8.795430805040018,115,0.0,10.397085630635493
Major,Short,Other,0.0,1.791759469228055,6.466144724237619,62,0.0,10.48559143430275
Major,Short,Other,0.0,1.6094379124341003,5.236441962829949,117,0.6931471805599453,10.657964988247679
Major,Short,Other,0.0,0.6931471805599453,5.733341276897746,29,0.0,7.299797366758161
Major,Short,Other,0.0,1.6094379124341003,4.962844630259907,67,0.6931471805599453,10.822135503983962
Minor,Short,thiru_mg,0.0,1.3862943611198906,5.811140992976701,42,0.0,8.87458787627932
Major,Short,Other,0.0,0.6931471805599453,8.277411998949004,72,0.6931471805599453,6.999422467507961
Major,Long,Other,0.0,2.6390573296152584,4.90527477843843,36,1.6094379124341003,11.222974153074404
Major,Short,Other,0.6931471805599453,1.6094379124341003,6.037870919922137,61,1.0986122886681098,11.185989612151785
Major,Short,Other,0.0,2.1972245773362196,6.5638555265321274,81,1.0986122886681098,11.302587076486851
Minor,Short,Other,0.0,1.3862943611198906,7.118826249062078,80,0.6931471805599453,11.268009096810378
Major,Short,dcreager,0.6931471805599453,1.3862943611198906,5.700443573390687,44,0.0,10.882527706063392
Minor,Short,Other,0.0,1.9459101490553132,6.872128101338986,82,1.0986122886681098,11.404237196256764
Minor,Short,Other,0.0,2.302585092994046,6.98933526597456,37,0.0,8.078998258685154
Trivial,Short,Other,0.0,0.6931471805599453,5.5134287461649825,59,0.6931471805599453,11.430630222243398
Trivial,Short,Other,0.0,1.0986122886681098,4.875197323201151,49,0.6931471805599453,5.545177444479562
Minor,Short,Other,0.0,1.0986122886681098,7.2640301428995295,43,0.0,7.284134806195205
Minor,Short,vnadkarni,0.0,1.0986122886681098,7.1731917424865985,79,0.0,7.016609683894219
Major,Short,vnadkarni,0.0,1.0986122886681098,6.675823221634848,108,0.0,7.074116816197362
Major,Short,scott_carey,0.0,1.6094379124341003,6.52649485957079,51,0.6931471805599453,7.264730177929867
Major,Short,Other,0.6931471805599453,2.4849066497880004,5.521460917862246,52,1.0986122886681098,7.494430215031565
Major,Long,Other,0.0,1.3862943611198906,6.862757913051401,54,1.3862943611198906,13.13135086863854
Major,Short,vnadkarni,0.0,2.0794415416798357,6.826545223556594,95,0.0,9.352707613263105
Major,Short,vnadkarni,0.0,1.3862943611198906,7.694392802629421,72,0.0,9.48189306249808
Minor,Short,dcreager,0.0,1.0986122886681098,6.068425588244111,48,0.0,9.909569022851995
